Gene	Transcription_factor
NM_001001182	Nanog
NM_201354	Nanog
NM_001145804	Esrrb
NM_001135001	Esrrb
NR_028311	Nanog
NM_019927	Nanog
NM_025812	Med1
NM_001083927	Nanog
NM_027397	Nanog
NM_153804	Nanog
NM_026824	Nanog
NM_172765	Esrrb
NM_023363	Sox2
NM_015818	Med1
NM_172765	H3K4me1
NM_030704	Med1
NM_183186	Sox2
NM_008262	Esrrb
NM_009263	Esrrb
NM_011048	Esrrb
NM_011424	H3K4me1
NM_015818	Esrrb
NM_010135	Sox2
NM_001159383	Esrrb
NM_001013365	Nanog
NM_009795	Med1
NM_026100	Nanog
NM_028194	H3K4me1
NM_017380	H3K27ac
NM_130879	Med1
NM_178242	Esrrb
NM_019743	Esrrb
NM_054048	Nanog
NM_001017525	Sox2
NR_029914	H3K27ac
NM_175651	Sox2
NM_021327	Nanog
NM_001166371	Esrrb
NM_030732	Esrrb
NR_003564	Nanog
NM_013720	Sox2
NM_199143	H3K4me1
NM_178606	H3K4me1
NM_001159769	Med1
NM_011461	Esrrb
NM_133962	H3K4me1
NM_013833	Esrrb
NM_001159965	Esrrb
NM_001085355	Sox2
NM_001164155	Nanog
NM_009407	Nanog
NM_027689	Nanog
NM_177101	Nanog
NM_172963	Sox2
NM_001113373	Esrrb
NM_144867	Nanog
NM_025938	H3K27ac
NM_029619	Nanog
NM_009317	Esrrb
NM_023598	Esrrb
NM_028016	Esrrb
NM_026627	Sox2
NM_019643	Nanog
NM_028953	Esrrb
NM_019739	H3K4me1
NM_008842	Med1
NM_025330	H3K4me1
NM_001033411	Esrrb
NM_026001	H3K27ac
NM_172490	Nanog
NM_029572	Nanog
NM_008091	Nanog
NM_145218	H3K4me1
NM_011535	Nanog
NM_001081298	H3K4me1
NM_001160251	Med1
NR_028427	Med1
NM_001159361	Nanog
NM_001164077	H3K27ac
NM_009263	H3K27ac
NM_018873	H3K27ac
NM_008485	Med1
NM_028030	H3K27ac
NR_015605	Nanog
NM_001160251	H3K27ac
NM_022435	Nanog
NM_174991	Esrrb
NM_007431	Sox2
NM_001005423	Nanog
NM_183275	H3K27ac
NM_027570	Nanog
NM_009556	Med1
NM_011263	Sox2
NM_009855	Esrrb
NM_172872	H3K27ac
NM_139311	Klf4
NM_001161848	H3K27ac
NM_027897	Nanog
NM_027689	Nanog
NM_007930	H3K4me1
NM_008291	H3K27ac
NM_008480	H3K27ac
NM_001035533	Sox2
NM_011048	H3K27ac
NM_029896	Nanog
NM_133911	Nanog
NM_201366	H3K4me1
NM_027230	H3K27ac
NM_001081286	Esrrb
NR_030152	H3K4me1
NM_008049	H3K4me1
NM_027570	H3K4me1
NM_145570	Sox2
NM_175459	Nanog
NM_175279	H3K4me1
NM_011197	Esrrb
NM_001033274	Esrrb
NM_133919	Sox2
NM_133777	Med1
NM_001081342	Esrrb
NM_021610	Nanog
NM_007936	Sox2
NM_019869	Sox2
NM_008453	Esrrb
NM_178727	Nanog
NM_025451	H3K27ac
NM_178892	Nanog
NM_134005	H3K4me1
NM_001042503	Nanog
NM_025812	H3K4me1
NM_001080979	H3K4me1
NM_201354	H3K4me1
NM_025386	Nanog
NM_183104	Nanog
NM_026135	H3K27ac
NM_001166371	Med1
NM_028838	Nanog
NM_134437	Nanog
NM_025522	Esrrb
NM_001081250	Esrrb
NM_183154	H3K27ac
NM_001177631	Sox2
NM_001081342	H3K27ac
NM_023508	Nanog
NM_018872	H3K4me1
NM_130447	Nanog
NM_011914	Nanog
NM_025882	Esrrb
NM_001165951	H3K27ac
NM_183021	Sox2
NM_001166408	H3K4me1
NM_029422	Sox2
NM_001164074	Esrrb
NM_178606	Med1
NM_174991	Esrrb
NM_178656	H3K27ac
NM_172508	H3K4me1
NM_015826	H3K4me1
NM_001080979	Nanog
NM_183275	H3K4me1
NM_028576	Esrrb
NM_001100458	Nanog
NM_026391	Esrrb
NM_007706	Nanog
NM_001033548	Nanog
NM_028713	H3K4me1
NM_026514	Nanog
NM_007431	Nanog
NM_198627	H3K4me1
NM_010295	Nanog
NM_133962	Nanog
NM_173182	Esrrb
NM_183275	Sox2
NM_001081125	Nanog
NM_144529	H3K27ac
NM_001033259	H3K27ac
NM_172595	H3K27ac
NM_007747	Esrrb
NM_021327	Esrrb
NM_009194	H3K27ac
NM_001113333	Esrrb
NM_199143	Nanog
NM_010202	Nanog
NM_007399	Sox2
NM_013514	H3K4me1
NM_013642	H3K4me1
NM_174991	H3K27ac
NR_003368	H3K4me1
NM_001112721	Nanog
NM_207000	Esrrb
NM_008452	Nanog
NM_145222	Nanog
NM_007564	Nanog
NM_010094	Sox2
NM_023239	Esrrb
NM_178114	Esrrb
NM_019409	Nanog
NR_033482	Nanog
NM_177857	Esrrb
NR_033626	Nanog
NM_009187	H3K4me1
NM_026027	H3K27ac
NM_010907	Med1
NM_145836	H3K27ac
NR_029646	Nanog
NM_016750	Nanog
NM_145222	H3K27ac
NR_003283	H3K27ac
NM_026282	H3K4me1
NM_001003919	Esrrb
NM_172912	Nanog
NM_145442	Sox2
NM_001166584	Med1
NM_183021	Esrrb
NM_027230	Sox2
NM_011815	Nanog
NM_172385	H3K4me1
NM_175251	Esrrb
NM_026627	H3K4me1
NM_008709	H3K4me1
NM_199309	H3K27ac
NM_009600	Med1
NM_010831	Nanog
NM_010262	H3K27ac
NM_018811	H3K4me1
NM_001081177	Nanog
NM_176902	H3K27ac
NR_015532	H3K4me1
NM_022327	H3K4me1
NM_144788	Nanog
NM_001005343	Nanog
NM_019426	Esrrb
NM_010731	H3K27ac
NM_153153	Nanog
NM_028576	H3K27ac
NM_133752	Med1
NM_021284	Nanog
NM_172424	Sox2
NR_033492	Nanog
NM_011274	Esrrb
NM_001146180	H3K4me1
NM_016805	H3K27ac
NM_001001185	H3K4me1
NM_018823	Nanog
NM_013827	Nanog
NM_001195766	Med1
NM_008452	H3K27ac
NM_134109	Esrrb
NM_023887	H3K4me1
NM_007451	H3K27ac
NM_001159769	Nanog
NR_036654	Sox2
NM_172595	H3K4me1
NM_026027	Nanog
NM_011427	Esrrb
NM_181073	H3K27ac
NM_010721	H3K4me1
NM_008381	Med1
NM_019869	Nanog
NM_130450	Nanog
NM_172424	Med1
NR_030710	Esrrb
NM_001163640	H3K27ac
NM_009320	Nanog
NM_001024699	Med1
NM_011462	Nanog
NM_008150	Nanog
NM_019733	Med1
NM_027230	H3K27ac
NM_001083587	Nanog
NM_001145804	Nanog
NM_001113209	Sox2
NM_013462	Nanog
NM_133218	Med1
NM_001081139	H3K4me1
NR_001570	Nanog
NM_009426	Nanog
NM_144810	Klf4
NM_001039198	Esrrb
NM_172911	H3K4me1
NM_021542	H3K4me1
NR_004443	H3K27ac
NM_027539	H3K27ac
NM_029422	Nanog
NM_183029	Nanog
NM_020510	Nanog
NM_029761	Esrrb
NM_011139	H3K4me1
NM_007394	Sox2
NM_027974	Nanog
NR_029640	Klf4
NM_001033759	Esrrb
NM_028838	Klf4
NM_172260	Esrrb
NM_013506	Nanog
NR_003368	Med1
NM_011048	H3K4me1
NM_027230	Nanog
NM_134013	Esrrb
NM_001110163	Nanog
NM_029238	Nanog
NR_015595	H3K4me1
NM_021480	Sox2
NM_053079	Esrrb
NM_001160251	H3K4me1
NM_015802	Sox2
NR_030403	Nanog
NM_001159517	Nanog
NM_001146000	Med1
NM_010061	Nanog
NM_172893	Esrrb
NM_011897	Esrrb
NM_019743	Nanog
NM_021273	H3K27ac
NM_080708	H3K4me1
NR_030403	H3K4me1
NR_033626	H3K4me1
NM_178390	Sox2
NR_029592	Nanog
NM_008133	H3K4me1
NM_010638	H3K27ac
NM_031249	H3K4me1
NM_010094	H3K4me1
NM_183263	Esrrb
NM_001081636	H3K4me1
NM_001111063	Esrrb
NM_201395	Nanog
NM_145505	Esrrb
NM_145837	H3K4me1
NM_026282	Nanog
NM_008957	Sox2
NM_008952	Sox2
NM_011898	H3K27ac
NM_027384	Sox2
NM_031185	H3K27ac
NM_029794	H3K27ac
NM_001167936	Esrrb
NR_028540	Nanog
NM_007394	Nanog
NM_016861	H3K27ac
NM_012055	H3K4me1
NM_177392	Esrrb
NR_033456	Nanog
NM_001177469	Nanog
NM_172308	Esrrb
NM_019573	Nanog
NM_028035	H3K4me1
NM_001013829	Nanog
NM_028871	Nanog
NM_144841	H3K4me1
NM_023598	H3K27ac
NM_011319	Sox2
NM_009954	Nanog
NM_145218	Nanog
NM_009951	Nanog
NM_010288	Sox2
NM_001012765	Esrrb
NM_178656	Med1
NM_001103162	Nanog
NM_001039169	H3K27ac
NM_018811	H3K27ac
NM_178606	Esrrb
NM_029083	Sox2
NM_001134460	Nanog
NM_015794	Nanog
NM_008235	Esrrb
NM_011600	Sox2
NM_153153	Sox2
NM_001113545	Esrrb
NM_001037997	Nanog
NM_026027	Esrrb
NM_001081400	Esrrb
NR_029914	Esrrb
NM_010495	Med1
NM_145223	Nanog
NM_028035	Nanog
NM_010898	Nanog
NM_183096	Sox2
NM_008133	Nanog
NM_175329	Esrrb
NM_010745	Esrrb
NM_007915	Esrrb
NM_009263	Nanog
NM_008480	H3K4me1
NM_010560	Sox2
NM_153097	H3K4me1
NM_001113209	Sox2
NM_010207	Sox2
NM_001164077	Sox2
NR_029384	H3K4me1
NM_023141	H3K27ac
NM_001081400	Nanog
NM_031164	H3K4me1
NM_027355	Nanog
NM_028513	H3K27ac
NM_133833	Med1
NM_008291	Med1
NM_001142642	Nanog
NM_130796	H3K4me1
NM_007540	Nanog
NM_172599	Esrrb
NM_008150	H3K27ac
NM_028696	Nanog
NM_029083	Med1
NM_007930	Med1
NM_175329	Med1
NR_030688	Nanog
NM_013720	H3K4me1
NR_029646	Sox2
NR_033511	H3K27ac
NM_175164	H3K4me1
NM_008842	H3K27ac
NM_178606	Sox2
NM_028060	Nanog
NM_133197	Nanog
NM_177047	Nanog
NM_177296	Nanog
NM_178678	Nanog
NM_153079	Sox2
NM_027195	Esrrb
NM_007399	Nanog
NM_021327	Med1
NM_001190448	Esrrb
NM_008709	Med1
NM_177740	Sox2
NM_010228	Nanog
NM_001164155	Nanog
NM_008592	Nanog
NM_001163498	H3K27ac
NM_145448	Sox2
NM_001085521	Esrrb
NM_178760	Nanog
NM_008744	Nanog
NM_013633	Med1
NM_175751	Nanog
NM_001110824	Esrrb
NM_026282	Sox2
NM_030694	H3K27ac
NM_198294	Esrrb
NM_030704	Nanog
NM_177780	H3K4me1
NM_145604	Nanog
NM_153079	H3K4me1
NM_153546	H3K4me1
NM_001098168	H3K4me1
NM_007482	Nanog
NM_198422	H3K4me1
NM_013514	Nanog
NM_178803	H3K4me1
NM_011934	H3K4me1
NM_172308	H3K4me1
NM_009574	Esrrb
NM_008259	Esrrb
NM_009929	Med1
NR_035450	Med1
NR_030432	Nanog
NM_026627	Esrrb
NR_003513	H3K4me1
NM_007728	Nanog
NM_023529	Nanog
NM_011030	Nanog
NM_027238	H3K27ac
NM_028841	Esrrb
NM_001011829	Nanog
NM_198884	H3K4me1
NR_028478	Nanog
NM_001081144	Sox2
NM_145836	H3K4me1
NM_011109	Nanog
NM_021394	H3K4me1
NM_025835	Nanog
NM_010425	H3K4me1
NM_001101430	Sox2
NM_201395	Sox2
NM_016888	Esrrb
NM_027897	Sox2
NM_173427	H3K27ac
NM_008342	Nanog
NM_009628	Nanog
NM_029896	Esrrb
NR_033144	Nanog
NM_177296	Esrrb
NM_022327	H3K27ac
NM_001005423	Med1
NR_030695	Sox2
NM_028816	Nanog
NM_011141	H3K4me1
NM_001190356	H3K27ac
NM_029780	Esrrb
NM_183116	Nanog
NM_145441	Sox2
NM_030724	Med1
NM_028060	Nanog
NM_172424	H3K4me1
NM_144841	Med1
NM_175374	H3K27ac
NM_144865	Esrrb
NM_198618	Med1
NM_001145300	Sox2
NM_009965	Esrrb
NM_001162926	Nanog
NM_008709	H3K4me1
NM_001039365	Sox2
NM_008709	Sox2
NM_001085492	Esrrb
NM_025448	Med1
NM_011897	H3K4me1
NM_029317	H3K4me1
NM_011400	Esrrb
NM_172595	H3K4me1
NM_177816	Nanog
NM_001113559	Esrrb
NM_145492	Sox2
NM_001024468	H3K4me1
NM_010817	Esrrb
NM_011663	Nanog
NM_010422	H3K4me1
NM_178059	Nanog
NM_021878	Sox2
NR_015532	Sox2
NM_001085355	Nanog
NM_023887	H3K27ac
NR_029465	Nanog
NM_021366	Sox2
NM_198654	Esrrb
NM_029587	H3K4me1
NM_007674	Nanog
NM_008709	H3K4me1
NM_001176528	Med1
NM_001160251	Nanog
NM_145442	H3K4me1
NM_001172126	Nanog
NM_001111027	Esrrb
NM_028030	H3K4me1
NM_181414	Sox2
NM_001159603	Med1
NM_011682	Nanog
NM_001033298	Esrrb
NM_009642	Med1
NM_026170	H3K27ac
NM_009037	Nanog
NM_144883	Esrrb
NM_025705	H3K27ac
NM_009843	Nanog
NM_001168526	Nanog
NM_008492	Nanog
NM_001177631	Esrrb
NM_001034097	Esrrb
NR_033325	Sox2
NM_001024468	Esrrb
NM_178766	Nanog
NM_009827	Esrrb
NM_133219	H3K4me1
NM_010898	H3K4me1
NM_175092	Esrrb
NM_023842	Nanog
NM_001083587	Sox2
NM_001143777	H3K27ac
NM_007532	Esrrb
NM_172867	Nanog
NM_172530	Nanog
NR_028540	Sox2
NM_194060	Esrrb
NM_010097	Esrrb
NM_026627	H3K27ac
NM_010162	Nanog
NM_008885	H3K27ac
NM_007930	Esrrb
NM_009037	H3K27ac
NM_001081377	Nanog
NM_007394	Esrrb
NM_008049	H3K4me1
NM_011374	Esrrb
NM_172584	Med1
NM_011401	H3K4me1
NM_175003	Esrrb
NM_001163480	H3K4me1
NM_009136	Nanog
NM_013514	Esrrb
NM_133216	Esrrb
NM_175651	H3K27ac
NM_009929	H3K4me1
NM_009600	Nanog
NM_173390	Esrrb
NM_019514	Nanog
NM_008679	H3K27ac
NM_028072	H3K27ac
NM_001167873	H3K27ac
NM_001081125	Nanog
NM_183254	H3K4me1
NM_001143777	Nanog
NM_026872	Nanog
NM_015747	H3K4me1
NM_001109685	H3K27ac
NM_008291	Nanog
NM_153079	Nanog
NM_009721	Esrrb
NM_001042660	Med1
NR_029959	Esrrb
NM_027602	Esrrb
NM_001081445	Esrrb
NM_173447	Sox2
NM_010907	Esrrb
NM_001012451	Nanog
NM_172120	Nanog
NM_001164077	Nanog
NM_001033389	Esrrb
NM_016688	H3K27ac
NM_001114102	Nanog
NM_021532	Nanog
NM_009950	Nanog
NM_023403	Med1
NM_025330	Esrrb
NM_001081342	H3K4me1
NR_036469	Med1
NM_010687	Esrrb
NM_026268	H3K4me1
NM_001177650	Esrrb
NM_019677	Nanog
NM_025330	Med1
NM_133687	Esrrb
NM_026615	Nanog
NM_019413	Nanog
NM_001002896	Esrrb
NM_145604	H3K4me1
NM_008137	Nanog
NM_201354	Med1
NM_011551	H3K27ac
NM_172150	Esrrb
NM_008377	Nanog
NM_054043	Nanog
NM_007569	Esrrb
NM_022004	Nanog
NM_022996	Nanog
NM_198671	H3K27ac
NM_001164074	Med1
NM_144831	H3K4me1
NM_031386	Nanog
NM_001077407	Esrrb
NR_033511	Esrrb
NM_001165951	Esrrb
NM_007936	Klf4
NR_037145	Sox2
NM_027897	H3K27ac
NM_177798	Nanog
NM_019800	H3K27ac
NM_183189	Nanog
NM_007706	Sox2
NM_026915	Esrrb
NM_010329	Esrrb
NM_013571	H3K27ac
NM_001081127	Esrrb
NM_001033759	Nanog
NM_028003	Esrrb
NM_011445	Nanog
NM_011031	Esrrb
NR_003513	Esrrb
NR_033491	Nanog
NM_001161845	Nanog
NM_134156	Nanog
NM_013753	H3K4me1
NM_008629	H3K27ac
NM_145711	Nanog
NM_001003918	Med1
NM_009024	Esrrb
NM_001195632	Esrrb
NM_010064	Esrrb
NR_036469	H3K4me1
NM_181277	Nanog
NM_001081342	Nanog
NM_010560	Esrrb
NM_011443	Esrrb
NM_007646	H3K4me1
NM_001159517	Klf4
NM_011141	Esrrb
NM_001039522	Esrrb
NM_198297	Nanog
NM_008377	Esrrb
NM_175155	Nanog
NM_029441	H3K27ac
NR_027858	Sox2
NM_031391	Nanog
NM_138755	Esrrb
NM_001113545	H3K27ac
NM_054043	Sox2
NM_025974	Med1
NM_001161845	H3K27ac
NM_030694	H3K4me1
NM_016981	Esrrb
NM_144810	H3K4me1
NM_019643	Sox2
NM_198627	Sox2
NM_009321	Sox2
NM_028864	Nanog
NM_011694	H3K4me1
NM_028638	Sox2
NM_009229	Esrrb
NM_009843	H3K4me1
NM_001136060	Esrrb
NM_145581	Esrrb
NR_029381	Nanog
NM_144882	Esrrb
NR_030695	Nanog
NR_035442	Med1
NM_028709	Sox2
NM_001042670	Esrrb
NM_001177776	Med1
NM_001081682	H3K27ac
NM_172424	Esrrb
NM_009328	H3K27ac
NM_028603	H3K27ac
NR_003188	Esrrb
NM_011037	Nanog
NM_177905	Nanog
NR_030695	H3K4me1
NM_007872	Nanog
NM_001077407	Esrrb
NM_001177417	Esrrb
NR_035442	H3K27ac
NM_022996	Med1
NM_028448	Nanog
NM_011682	H3K27ac
NM_010733	Nanog
NR_015512	Nanog
NM_007532	H3K4me1
NM_145604	H3K27ac
NM_198298	H3K4me1
NM_009856	Esrrb
NM_011535	Klf4
NM_198627	Nanog
NM_145420	Nanog
NM_025448	H3K27ac
NM_001177572	Nanog
NM_001085521	Sox2
NM_138952	Nanog
NM_146183	Nanog
NM_009208	H3K4me1
NM_013659	Med1
NM_011385	Med1
NM_138756	H3K27ac
NM_028448	Med1
NM_011137	H3K27ac
NM_001099624	Nanog
NM_007930	Nanog
NM_026442	Nanog
NM_023184	Esrrb
NM_024457	Nanog
NM_146183	H3K4me1
NM_183154	Nanog
NM_008842	H3K4me1
NM_031881	Nanog
NM_026135	H3K4me1
NM_173863	Sox2
NM_001159965	Sox2
NM_009271	Esrrb
NM_008679	H3K27ac
NM_008709	H3K4me1
NM_175272	Med1
NM_025705	Sox2
NM_008629	Esrrb
NM_173746	Nanog
NM_177475	Esrrb
NM_001164763	Nanog
NM_007628	Nanog
NM_133872	Nanog
NM_175114	Med1
NM_021878	Sox2
NM_018853	Esrrb
NM_009009	H3K4me1
NM_001081298	Nanog
NM_010135	H3K4me1
NM_134115	Nanog
NM_010480	Esrrb
NM_029081	Esrrb
NM_001081103	Nanog
NM_009290	H3K4me1
NM_001099634	Sox2
NM_001143777	Esrrb
NM_177224	Nanog
NM_007564	Sox2
NM_145953	H3K4me1
NM_011613	Sox2
NM_145465	Nanog
NM_019517	Nanog
NR_035423	H3K27ac
NM_001113209	Nanog
NM_008816	H3K27ac
NM_019685	Nanog
NM_177632	H3K27ac
NM_001033274	Med1
NM_054082	Nanog
NM_013642	Esrrb
NM_001136060	Nanog
NM_010495	H3K4me1
NM_011535	H3K27ac
NM_009426	Esrrb
NM_008420	Nanog
NM_029963	Nanog
NM_172765	H3K27ac
NM_001113559	Nanog
NM_023146	Klf4
NM_026602	Esrrb
NM_010422	Esrrb
NM_177780	H3K27ac
NM_026627	Nanog
NM_011360	Nanog
NM_201361	Nanog
NM_023716	H3K27ac
NM_001142642	Sox2
NM_007825	Esrrb
NM_145836	Esrrb
NM_001024205	Sox2
NM_015818	Med1
NM_007915	H3K4me1
NM_008162	Sox2
NM_030234	Nanog
NM_001177650	Med1
NM_024440	H3K4me1
NR_029530	H3K27ac
NM_001098168	H3K27ac
NR_002445	Nanog
NM_018872	Esrrb
NM_027733	Nanog
NM_030694	Esrrb
NM_001109685	H3K4me1
NM_145463	Nanog
NM_172630	Nanog
NM_173781	H3K27ac
NM_001033765	Sox2
NM_001080819	Nanog
NM_016750	H3K4me1
NM_027227	H3K4me1
NM_021889	Nanog
NM_133962	Esrrb
NM_019764	H3K27ac
NR_015605	Sox2
NM_178736	Esrrb
NM_008147	Nanog
NM_133833	Nanog
NM_010094	H3K27ac
NM_011973	Nanog
NM_001039644	Nanog
NM_011401	Nanog
NM_001166371	H3K4me1
NM_011317	Nanog
NM_178656	Esrrb
NM_145222	Esrrb
NR_030690	Esrrb
NM_133256	Nanog
NM_001110830	H3K4me1
NM_177740	Nanog
NM_007930	Med1
NM_001160181	Esrrb
NM_009918	Esrrb
NM_013625	Esrrb
NM_001025074	H3K27ac
NM_011694	Med1
NM_009469	Esrrb
NM_172813	H3K4me1
NM_010207	H3K4me1
NM_198627	Esrrb
NM_172872	Esrrb
NM_016689	Esrrb
NM_145529	Nanog
NM_007958	Sox2
NM_177033	Nanog
NM_027490	H3K27ac
NM_001169577	Nanog
NM_031185	H3K4me1
NM_172307	H3K27ac
NM_019643	H3K27ac
NR_035442	H3K4me1
NM_001112721	H3K27ac
NM_001001182	H3K4me1
NM_001113209	Esrrb
NM_027384	Klf4
NM_001025192	Sox2
NM_001177758	Esrrb
NM_001113423	Esrrb
NM_146186	Nanog
NM_001081177	Med1
NM_028049	Sox2
NM_001145034	Sox2
NM_001077407	Nanog
NM_134189	Nanog
NM_009367	Sox2
NM_028072	Esrrb
NM_153743	Esrrb
NM_001113209	H3K4me1
NM_007632	Esrrb
NM_174991	H3K27ac
NM_025451	Esrrb
NM_008342	Esrrb
NM_198297	H3K4me1
NM_001159603	Esrrb
NM_178886	Esrrb
NM_018885	Nanog
NM_001164077	Nanog
NM_001024474	Sox2
NM_011385	Med1
NM_008057	Esrrb
NM_172496	Sox2
NR_033325	Nanog
NM_001168526	H3K27ac
NM_148934	Esrrb
NM_011439	H3K4me1
NM_007731	H3K27ac
NM_172150	Sox2
NM_028904	H3K27ac
NM_016869	Nanog
NM_001135001	Med1
NM_001161848	Sox2
NM_178700	Nanog
NM_001009818	Nanog
NM_008153	Nanog
NM_028049	Esrrb
NR_036654	Esrrb
NR_003650	Nanog
NM_019712	H3K27ac
NM_153178	Esrrb
NM_181277	H3K27ac
NR_033780	Esrrb
NM_011197	H3K27ac
NM_030732	H3K4me1
NM_001003919	Nanog
NM_138682	Nanog
NM_207022	Nanog
NM_031185	Esrrb
NM_029367	Nanog
NM_011263	Esrrb
NM_001113386	Nanog
NM_008057	Sox2
NR_033476	Esrrb
NM_007628	Esrrb
NM_001033306	H3K27ac
NM_146477	Esrrb
NM_025835	H3K27ac
NM_001178049	Nanog
NM_183028	Nanog
NM_010864	Nanog
NM_019743	Sox2
NM_001163574	Nanog
NM_019571	H3K27ac
NM_018887	Nanog
NM_199197	Nanog
NM_027452	Esrrb
NM_011851	Nanog
NM_008952	Nanog
NM_028079	Nanog
NM_021878	Esrrb
NM_181072	Nanog
NM_201366	Esrrb
NM_009903	Esrrb
NM_212484	Nanog
NM_172260	Nanog
NM_019743	H3K27ac
NM_001159603	H3K27ac
NM_027661	Nanog
NM_010831	Sox2
NM_007707	Sox2
NM_008744	Nanog
NM_010206	Sox2
NM_001035533	Nanog
NM_001081209	Esrrb
NM_011299	Esrrb
NM_134438	Klf4
NM_015747	Nanog
NM_001159383	Nanog
NM_011385	H3K27ac
NR_029573	Nanog
NR_036591	Nanog
NM_027539	Sox2
NM_001081337	Esrrb
NM_173776	H3K4me1
NM_001127233	Sox2
NR_028060	Esrrb
NM_007496	H3K4me1
NM_172385	Esrrb
NM_008343	Nanog
NM_134005	H3K4me1
NM_026712	Nanog
NM_001159517	Nanog
NM_145711	Sox2
NM_177392	Sox2
NM_009622	Esrrb
NM_028716	Esrrb
NM_001143683	H3K4me1
NM_027758	H3K4me1
NM_175280	Nanog
NM_001080928	Nanog
NM_001004363	Esrrb
NM_013862	Esrrb
NM_001038635	Nanog
NM_018773	Esrrb
NM_001195435	Esrrb
NM_153787	Esrrb
NM_144808	Sox2
NM_011694	Esrrb
NM_001081256	Nanog
NM_008709	Klf4
NM_008492	Med1
NM_001122733	Esrrb
NM_008049	Nanog
NM_011134	Esrrb
NM_144867	H3K4me1
NM_001165951	Sox2
NM_013928	H3K4me1
NM_007930	H3K27ac
NM_001161845	Sox2
NM_197985	H3K27ac
NM_027227	Sox2
NM_029357	H3K27ac
NM_008229	H3K4me1
NM_013827	Nanog
NM_001033261	Nanog
NM_028576	Sox2
NM_001142727	H3K4me1
NM_133218	Nanog
NM_001034097	H3K4me1
NM_028194	Esrrb
NM_008255	Nanog
NM_001127233	Nanog
NM_178202	Esrrb
NM_201366	Med1
NM_001127233	Esrrb
NM_011436	H3K4me1
NM_026027	H3K4me1
NM_001178049	Sox2
NM_001033759	H3K4me1
NM_008957	Nanog
NM_007657	Klf4
NM_011551	Nanog
NM_024279	Sox2
NM_176902	H3K4me1
NM_175155	Sox2
NM_027227	Med1
NM_008180	Nanog
NM_009976	H3K27ac
NM_172867	H3K4me1
NM_172563	Nanog
NM_198093	Esrrb
NM_018810	Med1
NM_023887	Esrrb
NM_030724	Nanog
NM_001159517	H3K4me1
NM_018824	Nanog
NM_025573	Nanog
NR_003368	H3K27ac
NM_001142918	H3K4me1
NM_153117	Nanog
NM_028016	Nanog
NM_013787	Nanog
NM_145442	Med1
NM_020052	H3K4me1
NM_009482	Nanog
NM_198297	Sox2
NR_028427	H3K4me1
NM_178647	Nanog
NM_177814	Nanog
NM_001035533	Esrrb
NM_028904	H3K4me1
NM_021391	Med1
NM_133752	Nanog
NM_001164789	Nanog
NM_172703	Nanog
NM_178606	Esrrb
NM_001143777	H3K4me1
NM_145525	Nanog
NM_011934	Nanog
NM_001167936	Sox2
NM_001033350	Nanog
NM_025386	Sox2
NM_011609	Esrrb
NM_025451	Med1
NM_010887	H3K4me1
NM_145222	Sox2
NM_011439	Sox2
NM_001042660	H3K4me1
NM_009546	Esrrb
NM_001159634	Esrrb
NM_026315	Nanog
NM_001164594	Nanog
NM_011742	H3K4me1
NM_010303	Nanog
NM_001195003	Sox2
NR_030403	Nanog
NM_177152	Nanog
NM_172607	Sox2
NM_134005	H3K27ac
NM_139218	Med1
NM_010449	Esrrb
NM_021284	Med1
NR_015544	Esrrb
NM_178391	Nanog
NM_025285	H3K27ac
NM_010262	Med1
NM_008485	Nanog
NM_024226	Nanog
NM_029967	Esrrb
NM_010898	Sox2
NM_172424	Esrrb
NM_025938	Esrrb
NM_007707	H3K4me1
NM_027485	H3K4me1
NM_007548	Sox2
NM_172681	H3K4me1
NM_172992	Esrrb
NM_177386	Nanog
NM_008262	H3K4me1
NM_198608	Esrrb
NM_134438	Nanog
NM_153398	Nanog
NM_019707	Nanog
NM_001001182	Esrrb
NM_144831	Nanog
NM_146183	Esrrb
NM_175007	Nanog
NR_030675	Esrrb
NM_011682	Esrrb
NM_177242	Esrrb
NM_010815	Nanog
NM_010907	Klf4
NM_011897	Klf4
NM_011663	H3K4me1
NM_033478	H3K4me1
NM_133805	H3K4me1
NM_028838	Sox2
NM_198022	H3K4me1
NM_028871	Sox2
NM_053084	Nanog
NM_019739	Med1
NM_001033445	Nanog
NM_178702	H3K27ac
NM_001167981	Nanog
NM_177445	H3K4me1
NM_010828	H3K4me1
NM_177099	Nanog
NM_011265	Sox2
NM_172294	Esrrb
NM_008979	Nanog
NM_007632	Med1
NM_010733	Nanog
NM_007961	Nanog
NM_001163701	Esrrb
NM_172424	Klf4
NR_029576	H3K4me1
NR_029384	Sox2
NM_001159589	H3K4me1
NM_009128	H3K27ac
NM_011600	Med1
NM_172911	Sox2
NM_198664	Esrrb
NM_027106	Nanog
NM_007489	Nanog
NM_080555	Med1
NM_054056	H3K4me1
NM_019912	Nanog
NM_146183	Med1
NM_001163441	H3K4me1
NM_007865	Sox2
NM_011898	Nanog
NM_172260	H3K4me1
NM_001081209	Med1
NM_009448	H3K4me1
NM_153423	Esrrb
NM_028133	Nanog
NM_011263	Med1
NM_029660	Sox2
NM_001033348	H3K4me1
NM_028003	Sox2
NM_009373	Med1
NM_144529	H3K4me1
NM_028043	Sox2
NM_177852	Sox2
NM_173447	Nanog
NM_031164	Nanog
NM_009187	Sox2
